index,provider_number,npi,name,address,city,state,state_name,county_me,zip_code,latitude,longitude,phone_quality,year_facility,state_code,county_code,tract_code,block_code,geo_msa_name,geo_msa_code,distance_km,radius_count,geo_medage,geo_malemedage,geo_femalemedage,geo_totalpop,geo_malepop,geo_malepop_percent,geo_femalepop,geo_femalepop_percent,geo_whitepop,geo_whitepop_percent,geo_blackpop,geo_blackpop_percent,geo_nativeamericanpop,geo_nativeamericanpop_percent,geo_asianpop,geo_asianpop_percent,geo_latinopop,geo_latinopop_percent,b01003_001e_county,b02015_002e_county,b02015_007e_county,b02015_010e_county,b02015_012e_county,b02015_022e_county,b05001_002e_county,b09001_001e_county,b11001_001e_county,b11012_002e_county,b14001_001e_county,b14007f_017e_county,b14007f_018e_county,b17001_002e_county,b17001b_002e_county,b17001d_002e_county,b17001h_002e_county,b19013_001e_county,b19013a_001e_county,b19013b_001e_county,b19013c_001e_county,b19013d_001e_county,b19013i_001e_county,b19051_001e_county,b19083_001e_county,b19101_001e_county,b19101a_001e_county,b19101b_001e_county,b19101d_001e_county,b19101i_001e_county,b19119_001e_county,b23006_001e_county,b24114_027e_county,b24114_140e_county,b24114_203e_county,b27001_001e_county,b27006_001e_county,b27007_001e_county,b27017_001e_county,b27018_001e_county,b28011_001e_county,medical_managerspc_county,healthcare_socialworkerspc_count,emergency_medicinephysicianspc_c,b01003_001e_state,b02015_002e_state,b02015_007e_state,b02015_010e_state,b02015_012e_state,b02015_022e_state,b05001_002e_state,b09001_001e_state,b11001_001e_state,b11012_002e_state,b14001_001e_state,b14007f_017e_state,b14007f_018e_state,b17001_002e_state,b17001b_002e_state,b17001d_002e_state,b17001h_002e_state,b19013_001e_state,b19013a_001e_state,b19013b_001e_state,b19013c_001e_state,b19013d_001e_state,b19013i_001e_state,b19051_001e_state,b19083_001e_state,b19101_001e_state,b19101a_001e_state,b19101b_001e_state,b19101d_001e_state,b19101i_001e_state,b19119_001e_state,b23006_001e_state,b24114_027e_state,b24114_140e_state,b24114_203e_state,b27001_001e_state,b27006_001e_state,b27007_001e_state,b27017_001e_state,b27018_001e_state,b28011_001e_state,medical_managerspc_state,healthcare_socialworkerspc_state,emergency_medicinephysicianspc_s,endoscopy,cataract,colonoscopy_count,colonoscopy_performance,colonoscopy_rate,normothermia,anterior_vitrectomy,professional_care,adequate_care,poor_care,care_score,strong_communication,adequate_communication,poor_communication,communication_score,excellent_rating,fair_rating,poor_rating,definite_recommendation,probable_recommendation,no_recommendation,recommendation_score,sample_count,completed_surveys,response_rate,survey_start,survey_end
982,30C0001014,1386697803,Dartmouth-Hitchcock Ambulatory Surgery Center,100 Hitchcock Way,Manchester,NH,New Hampshire,,3104,,,(603) 629-1800,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.59,NA,NA,NA,NA,NA,NA,98,2,0,99,94,5,1,97,87,11,2,86,13,1,95,2255,580,26,1/1/19,12/31/19
983,30C0001032,1619242278,Orthopaedic  Surgery Center Derry,14 Tsienneto Road Ste 100,Derry,NH,New Hampshire,,,,,,,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,30C0001031,1386697803,Dartmouthhitchcock Clinic,One Medical Center Dr,Lebanon,NH,New Hampshire,,,,,(603) 650-3052,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.59,NA,NA,NA,NA,NA,NA,99,1,0,99,94,5,1,96,92,7,1,91,8,1,97,2237,654,29,1/1/19,12/31/19
985,30C0001031,1386697803,Dartmouthhitchcock Clinic,One Medical Center Dr,Lebanon,NH,New Hampshire,,,,,(603) 650-3052,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.59,NA,NA,NA,NA,NA,NA,99,1,0,99,94,5,1,96,92,7,1,91,8,1,97,2237,654,29,1/1/19,12/31/19
986,30C0001035,1275878845,The Surgery Center Of Greater Nashua,10 Prospect St Suite 101,Nashua,NH,New Hampshire,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,199,No Different Than the National Rate,11.7,NA,NA,,,,,,,,,,,,,,,,,,,,
987,30C0001036,1316350275,Orchard Surgical Center Llc,16 Keewaydin Drive,Salem,NH,New Hampshire,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,842,No Different Than the National Rate,12.8,NA,NA,,,,,,,,,,,,,,,,,,,,
988,30C0001034,1235567264,Wentworth Surgery Center Llc,6 Works Way,Somersworth,NH,New Hampshire,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,342,No Different Than the National Rate,12.3,NA,NA,,,,,,,,,,,,,,,,,,,,
989,31C0001278,1255636213,"Peninsula Surgery Center, Llc",29 E 29Th Street,Bayonne,NJ,New Jersey,,7002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,31C0001314,1992109334,Bergenfield Surgical Center Llc,1 N Washington Avenue,Bergenfield,NJ,New Jersey,,7621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,31C0001301,1528347101,Millennium Healthcare Of Clifton,"925 Clifton Avenue, Suite 201",Clifton,NJ,New Jersey,,7013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,31C0001282,1760795025,Health East Medical Center,54 South Dean Street,Englewood,NJ,New Jersey,,7631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,31C0001266,1679897623,Fair Lawn Asc Llc,15-01 Pollitt Drive - Ind Ctr 1 - Unit 8B,Fair Lawn,NJ,New Jersey,,7410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,31C0001283,1205066297,Sutton Ambulatory Health Llc,1485 Palisade Avenue,Fort Lee,NJ,New Jersey,,7024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,31C0001297,1780917690,Bogdan Surgery Center,112 Professional View Drive Bldg 100,Freehold,NJ,New Jersey,,7728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,31C0001294,1801179619,Surgicare Of Freehold,901 West Main Street,Freehold,NJ,New Jersey,,7728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,31C0001280,1407994197,North Jersey Ambulatory Surgery Center Llc,146 Route 17 North,Hackensack,NJ,New Jersey,,7601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,31C0001279,1659505857,Hasbrouck Heights Surgery Center Llc,214 Terrace Avenue,Hasbrouck Heights,NJ,New Jersey,,7604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,31C0001290,1154622579,Shore Surgical Pavilion Llc,475 Route 70,Lakewood,NJ,New Jersey,,8701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,31C0001061,1407801509,Atlantic Surgery Center,279 Third Avenue,Long Branch,NJ,New Jersey,,7740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,31C0001305,1023350907,Vanguard Surgical Center Llc,113 Essex Street,Maywood,NJ,New Jersey,,7607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,31C0001271,1336382076,Specialty Surgical Center Of North Brunswick Llc,1520 Route 130,Bridgewater,NJ,New Jersey,,8807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,31C0001264,1023246717,"Oradell Ambulatory Surgery Center, Llc",680 Kinderkamack Road,Oradell,NJ,New Jersey,,7649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,31C0001268,1558596296,"New Horizon Surgical Center, Llc",680 Broadway,Paterson,NJ,New Jersey,,7514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,31C0001285,1023316437,Hopewell Surgery Center Llc,"Two Capital Way, Suite 250",Pennington,NJ,New Jersey,,8534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,31C0001265,1457580854,Njsr Surgical Center,111 Wanaque Avenue,Pompton Lakes,NJ,New Jersey,,7442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,31C0001312,1932509809,Center For Special Surgery Of Essex County,556 Eagle Rock Ave,Roseland,NJ,New Jersey,,7068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,31C0001303,1760757165,Malo Center For Ambulatory Surgery Llc,"201 Route 17 North, 12Th Floor",Rutherford,NJ,New Jersey,,7070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,31C0001287,1386734465,"Market Street Surgical Center, Llc",444 Market Street,Saddle Brook,NJ,New Jersey,,7663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,31C0001291,1528372612,Specialty Surgery Of Secaucus Llc,210 Meadowland Parkway,Secaucus,NJ,New Jersey,,7094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,31C0001295,1528340213,University Center For Ambulatory Surgery,2 Worlds Fair Drive,Somerset,NJ,New Jersey,,8873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,31C0001304,1518300102,"Springfield Surgery Center, Llc","105 Morris Avenue, First Floor",Springfield,NJ,New Jersey,,7081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,31C0001276,1952610768,"Center For Outpatient Surgery, The","1 Executive Drive, Suite 10",Tinton Falls,NJ,New Jersey,,7701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,31C0001288,1831491117,Mountain Surgery Center Llc,375 Mt Pleasant Street,West Orange,NJ,New Jersey,,7052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,31C0001286,1437442985,Manchester Surgery Center,1100 Route 70,Whiting,NJ,New Jersey,,8759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,31C0001293,1255618468,Mcbride Surgical Center Llc,"1167 Mcbride Avenue, Suite 4",Woodland Park,NJ,New Jersey,,7424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,31C0001335,1437676988,Ch Ambulatory Surgery Center Of Lopatcong Llc,212 Red School Lane,Phillipsburg,NJ,New Jersey,,8865,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,Number of Cases Too Small,NA,NA,NA,,,,,,,,,,,,,,,,,,,,
1018,31C0001331,1821528753,Jefferson Surgery Center Cherry Hill,2211 Chapel Ave West Suite 200,Cherry Hill,NJ,New Jersey,,8002,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,76,No Different Than the National Rate,12.1,NA,NA,,,,,,,,,,,,,,,,,,,,
1019,31C0001281,1942594148,Rockland And Bergen Surgery Center Llc,133 North Kinderkamack Rd,Montvale,NJ,New Jersey,,7645,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,Number of Cases Too Small,NA,NA,NA,,,,,,,,,,,,,,,,,,,,
1020,31C0001336,1548755838,Surgical Studios Llc,199 Mullica Hill Rd,Mullica Hill,NJ,New Jersey,,8062,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,100,0,,,,,,,,,,,,,,,,,,,,
1021,31C0001298,1316219470,Coastal Surgery Center Llc,"3700 Route 33, Ll01",Neptune,NJ,New Jersey,,7753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,31C0001323,1699144915,Gregori Surgery Center,101 Old Short Hills Rd Ste 300,West Orange,NJ,New Jersey,,7052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,31C0001321,1881997930,Park Ave Surgery Center,3848 Park Ave,Edison,NJ,New Jersey,,8820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,31C0001326,1427427988,Naspac1-Pro Llc,404 Creek Crossing Blvd,Hainesport,NJ,New Jersey,,8036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,31C0001330,1871026120,Access Care Physicians Of Nj Llc,1225 Mcbride Avenue Suite 117,Woodland Park,NJ,New Jersey,,7424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,31C0001334,1548791593,Bridgewater Ambualtory Surgery Center Llc,"1121 Hwy 22 West, Suite 301",Bridgewater,NJ,New Jersey,,8807,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,Number of Cases Too Small,NA,NA,NA,,,,,,,,,,,,,,,,,,,,
1027,31C0001315,1306243415,The Surgery Center At Old Bridge,2 Hospital Plz Ste 350,Old Bridge,NJ,New Jersey,,8857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,31C0001329,1437512514,New Century Spine And Outpatient Surgical Institute,37 West Century Road,Paramus,NJ,New Jersey,,7652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,31C0001261,1982924080,Coastal Endoscopy Center Llc,175 Gunning River Road Bldg A Unit 4,Barnegat,NJ,New Jersey,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.74,NA,1447,No Different Than the National Rate,10.8,NA,NA,,,,,,,,,,,,,,,,,,,,
1030,31C0001274,1215245238,American Access Care Of New Jersey,207 S King Highway,Cherry Hill,NJ,New Jersey,,,,,,,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,31C0001299,1699146449,Surgery Center Of Cliffside Llc,"663 Palisade Avenue, Fourth Floor",Cliffside Park,NJ,New Jersey,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,Number of Cases Too Small,NA,NA,NA,,,,,,,,,,,,,,,,,,,,
1032,31C0001317,1487073417,Same Day Procedures Llc,"1060 Clifton Avenue, 2Nd Floor",Clifton,NJ,New Jersey,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,Number of Cases Too Small,NA,NA,NA,,,,,,,,,,,,,,,,,,,,
1033,31C0001284,1861782591,Center For Ambulatory And Minimally Invasive Surgery Llc,234 Industrial Way West,Eatontown,NJ,New Jersey,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.78,NA,781,No Different Than the National Rate,10.7,98.8,0.88,,,,,,,,,,,,,,,,,,,,
1034,31C0001308,1063750867,Menlo Park Surgery Center Llc,"10 Parsonage Road, Suite 204",Edison,NJ,New Jersey,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,100,NA,,,,,,,,,,,,,,,,,,,,
1035,31C0001320,1346621893,Northern New Jersey Center For Advanced Endoscopy Llc,"270 Sylvan Avenue, Suite 100",Englewood Cliffs,NJ,New Jersey,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,3660,No Different Than the National Rate,11.8,NA,NA,,,,,,,,,,,,,,,,,,,,
1036,31C0001313,1255728499,Summit Atlantic Surgery Center Llc,140 Park Avenue,Florham Park,NJ,New Jersey,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,568,No Different Than the National Rate,11.7,NA,NA,,,,,,,,,,,,,,,,,,,,
1037,31C0001262,1013143007,Harrison Endo Surgical Center Llc,620 Essex Street,Harrison,NJ,New Jersey,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,365,No Different Than the National Rate,11.3,NA,NA,,,,,,,,,,,,,,,,,,,,
1038,31C0001316,1275930216,Jackson Surgical Center Llc,"27 South Cooks Bridge Road, Suite L2",Jackson,NJ,New Jersey,,,,,(732) 961-5737,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,100,0.65,98,2,0,99,91,7,2,94,89,10,1,86,13,1,95,968,529,55,1/1/19,12/31/19
