index,provider_number,npi,name,address,city,state,state_name,county_name,zip_code,latitude,longitude,endoscopy,cataract,colonoscopy_count,colonoscopy_performance,colonoscopy_rate,normothermia,anterior_vitrectomy,state_code,county_fips,tract_code,block_code,geo_msa_name,geo_msa_code,geo_medage,geo_malemedage,geo_femalemedage,geo_totalpop,geo_malepop,geo_malepop_percent,geo_femalepop,geo_femalepop_percent,geo_whitepop,geo_whitepop_percent,geo_blackpop,geo_blackpop_percent,geo_nativeamericanpop,geo_nativeamericanpop_percent,geo_asianpop,geo_asianpop_percent,geo_latinopop,geo_latinopop_percent,census_pop_2010,uic_code,description,urban_rural,year_facility
1770,34C0001166,1376049619,"Kinston Medical Specialists, Pa Endoscopy Center","701 Doctors Drive, Sutie N",Kinston,NC,North Carolina,Lenoir County,28501,35.29,-77.59,91.3,NA,NA,NA,NA,NA,NA,37,37107,10800,3016,"Kinston, NC",28820,50.6,44,57.1,1663,883,0.531,780,0.469,899,0.541,726,0.437,0,0,12,0.007,0,0,59495,5,Micropolitan adjacent to a small metro area,1,2019
1771,34C0001166,1386972750,Kinston Medical Specialists Pa,701 Doctors Dr.,Kinston,NC,North Carolina,Lenoir County,28501,35.29,-77.59,NA,NA,233,No Different Than the NAtioNAl Rate,12.1,NA,NA,37,37107,10600,3000,"Kinston, NC",28820,58.6,55.6,67.1,504,218,0.433,286,0.567,101,0.2,403,0.8,0,0,0,0,0,0,59495,5,Micropolitan adjacent to a small metro area,1,2019
1772,34C0001164,1417193939,"Park Endoscopy Center, Llc",2602 N  Heritage Street,Kinston,NC,North Carolina,Lenoir County,11101,35.29,-77.59,NA,NA,768,No Different Than the NAtioNAl Rate,12.5,NA,NA,37,37107,10800,3016,"Kinston, NC",28820,50.6,44,57.1,1663,883,0.531,780,0.469,899,0.541,726,0.437,0,0,12,0.007,0,0,59495,5,Micropolitan adjacent to a small metro area,1,2019
1773,34C0001141,1225225592,"Western Carolina Digestive Consultants, Pa",2730 Georgia Road,Franklin,NC,North Carolina,Macon County,28734,35.14,-83.4,NA,NA,1269,No Different Than the NAtioNAl Rate,11,NA,NA,37,37113,970700,2001,NA,NA,61.4,61.4,61.4,1208,541,0.448,667,0.552,1144,0.988,0,0,0,0,0,0,50,0.041,33922,9,"Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",1,2019
1774,34C0001140,1548343833,Endoscopy Center Of Lake Norman Llc,16525 Holly Crest Lane Suite 200,Huntersville,NC,North Carolina,Mecklenburg County,28078,35.44,-80.86,90.66,NA,1915,No Different Than the NAtioNAl Rate,9.9,NA,NA,37,37119,6308,1016,"Charlotte-Concord-Gastonia, NC-SC",16740,40.1,38.4,44.3,4226,1843,0.436,2383,0.564,3747,0.901,328,0.079,0,0,36,0.009,69,0.016,919628,1,Large-in a metro area with at least 1 million residents or more,0,2019
1775,34C0001180,1013298926,Novant Health Matthews Surgery Center,"710 Park Center Drive, Suite 100",Matthews,NC,North Carolina,Mecklenburg County,28105,35.12,-80.72,NA,NA,NA,NA,NA,99.6,NA,37,37119,5866,3015,"Charlotte-Concord-Gastonia, NC-SC",16740,28.9,27.3,34.1,2478,1236,0.499,1242,0.501,1285,0.642,575,0.287,0,0,132,0.066,475,0.192,919628,1,Large-in a metro area with at least 1 million residents or more,0,2019
1776,34C0001191,1144652330,Mallard Creek Surgery Center,"9848 N Tryon Street, Suite 200",Charlotte,NC,North Carolina,Mecklenburg County,28262,35.32,-80.73,NA,NA,NA,NA,NA,100,NA,37,37119,5604,1000,"Charlotte-Concord-Gastonia, NC-SC",16740,21.8,21.8,21.9,1917,1067,0.557,850,0.443,883,0.477,714,0.386,0,0,167,0.09,65,0.034,919628,1,Large-in a metro area with at least 1 million residents or more,0,2019
1777,34C0001132,1205908456,Carolina Endoscopy Center-Pineville,"10520 Park Road, Suite 105",Charlotte,NC,North Carolina,Mecklenburg County,28210,35.09,-80.87,NA,NA,1339,No Different Than the NAtioNAl Rate,12.5,NA,NA,37,37119,5829,2003,"Charlotte-Concord-Gastonia, NC-SC",16740,30.4,30.8,29.2,1253,667,0.532,586,0.468,423,0.568,283,0.38,0,0,20,0.027,508,0.405,919628,1,Large-in a metro area with at least 1 million residents or more,0,2019
1778,34C0001112,1811940141,"Southpark Surgery Center, Llc",6035 Fairview Road,Charlotte,NC,North Carolina,Mecklenburg County,28210,35.15,-80.84,NA,NA,NA,NA,NA,99.58,0.22,37,37119,3022,1000,"Charlotte-Concord-Gastonia, NC-SC",16740,45.3,39.5,49.3,1356,618,0.456,738,0.544,1053,0.796,105,0.079,0,0,107,0.081,33,0.024,919628,1,Large-in a metro area with at least 1 million residents or more,0,2019
1779,34C0001148,1851548655,Charlotte Gastroenterology & Hepatology,"2015 Randolph Road, Suite 101",Charlotte,NC,North Carolina,Mecklenburg County,28207,35.21,-80.82,87.11,NA,1711,No Different Than the NAtioNAl Rate,10.6,NA,NA,37,37119,2400,3000,"Charlotte-Concord-Gastonia, NC-SC",16740,33.3,38.9,27.9,532,251,0.472,281,0.528,510,0.959,22,0.041,0,0,0,0,0,0,919628,1,Large-in a metro area with at least 1 million residents or more,0,2019
1780,34C0001168,1063641801,Prebyterian Surgery Center Huntersville,10030 Gilead Road,Huntersville,NC,North Carolina,Mecklenburg County,28078,35.41,-80.86,NA,NA,NA,NA,NA,98.5,0.24,37,37119,6212,2003,"Charlotte-Concord-Gastonia, NC-SC",16740,33.9,33.8,33.9,1106,543,0.491,563,0.509,625,0.616,225,0.222,0,0,83,0.082,91,0.082,919628,1,Large-in a metro area with at least 1 million residents or more,0,2019
1781,34C0001136,1063584415,Endoscopy Services Center-Billingsley,"300 Billingsley Road, Suite 200",Charlotte,NC,North Carolina,Mecklenburg County,28211,35.19,-80.81,NA,NA,1739,No Different Than the NAtioNAl Rate,13.2,NA,NA,37,37119,2201,1002,"Charlotte-Concord-Gastonia, NC-SC",16740,35.2,35.6,32.8,1423,631,0.443,792,0.557,1014,0.788,145,0.113,0,0,96,0.075,137,0.096,919628,1,Large-in a metro area with at least 1 million residents or more,0,2019
1782,34C0001154,1215061049,Novant Health Ballantyne Outpatient Surgery,200 Hawthorne Lane,Charlotte,NC,North Carolina,Mecklenburg County,28204,35.21,-80.82,100,NA,88,No Different Than the NAtioNAl Rate,12,96.58,NA,37,37119,2500,1016,"Charlotte-Concord-Gastonia, NC-SC",16740,29.8,30.1,29.4,1280,611,0.477,669,0.523,1082,0.889,56,0.046,0,0,19,0.016,63,0.049,919628,1,Large-in a metro area with at least 1 million residents or more,0,2019
1783,34C0001150,1730382789,Carolina Endoscopy Center Huntersville,16455 Statesville Rd Suite 114,Huntersville,NC,North Carolina,Mecklenburg County,28078,35.44,-80.87,NA,NA,951,No Different Than the NAtioNAl Rate,11.4,NA,NA,37,37119,6211,1014,"Charlotte-Concord-Gastonia, NC-SC",16740,38.1,42.2,34.8,3663,1646,0.449,2017,0.551,2686,0.788,465,0.136,1,0,39,0.011,254,0.069,919628,1,Large-in a metro area with at least 1 million residents or more,0,2019
1784,34C0001149,1619124401,"Charlotte Gastroenterology & Hepatology, Pllc-Endo","15839 John J Delaney Drive, Suite 175",Charlotte,NC,North Carolina,Mecklenburg County,28277,35.06,-80.85,90.64,NA,2520,No Different Than the NAtioNAl Rate,12,NA,NA,37,37119,5854,1015,"Charlotte-Concord-Gastonia, NC-SC",16740,32.9,33.7,32.2,2031,1026,0.505,1005,0.495,670,0.368,253,0.139,0,0,824,0.453,211,0.104,919628,1,Large-in a metro area with at least 1 million residents or more,0,2019
1785,34C0001137,1871674481,Carolinas Physicians Network Inc Dba Carolinas Gastroenterology Center Ballantyne,"15110 John J Delaney Drive, Suite 120",Charlotte,NC,North Carolina,Mecklenburg County,28277,35.05,-80.85,96.5,NA,3027,No Different Than the NAtioNAl Rate,12.1,NA,NA,37,37119,5860,1002,"Charlotte-Concord-Gastonia, NC-SC",16740,35.6,32,38.2,3425,1877,0.548,1548,0.452,2122,0.699,277,0.091,14,0.005,572,0.188,390,0.114,919628,1,Large-in a metro area with at least 1 million residents or more,0,2019
1786,34C0001138,1861580870,Carolinas Physicians Network Inc Dba Carolinas Gastroenterology Medical Center Plaza,1001 Blythe Blvd Suite 400,Charlotte,NC,North Carolina,Mecklenburg County,28203,35.2,-80.84,94.92,NA,1094,No Different Than the NAtioNAl Rate,13.8,NA,NA,37,37119,3500,1006,"Charlotte-Concord-Gastonia, NC-SC",16740,32.8,36.5,31,1328,610,0.459,718,0.541,1188,0.905,37,0.028,0,0,61,0.046,15,0.011,919628,1,Large-in a metro area with at least 1 million residents or more,0,2019
1787,34C0001134,1437221660,Carolinas Endoscopy Center-University,"101 W T Harris Blvd, Suite 3215",Charlotte,NC,North Carolina,Mecklenburg County,28262,35.31,-80.75,NA,NA,877,No Different Than the NAtioNAl Rate,13.6,NA,NA,37,37119,5534,1001,"Charlotte-Concord-Gastonia, NC-SC",16740,30.2,25.3,30.7,3070,1610,0.524,1460,0.476,1128,0.378,1253,0.42,0,0,419,0.141,88,0.029,919628,1,Large-in a metro area with at least 1 million residents or more,0,2019
1788,34C0001003,1700842358,"The Eye Surgery Center Of The Carolinas, L P",2170 Midland Road,Southern Pines,NC,North Carolina,Moore County,28387,35.2,-79.43,NA,NA,NA,NA,NA,NA,0.14,37,37125,950801,4004,"Pinehurst-Southern Pines, NC",38240,34.3,29.3,37.6,3256,1656,0.509,1600,0.491,2220,0.734,619,0.205,0,0,175,0.058,231,0.071,88247,5,Micropolitan adjacent to a small metro area,1,2019
1789,34C0001116,1356421853,Pinehurst Medical Clinic Inc,15 Regional Dr,Pinehurst,NC,North Carolina,Moore County,28374,35.21,-79.46,93.19,NA,6056,No Different Than the NAtioNAl Rate,11.6,NA,NA,37,37125,950603,1003,"Pinehurst-Southern Pines, NC",38240,41.1,39.7,48.8,2204,1070,0.485,1134,0.515,1676,0.859,127,0.065,0,0,135,0.069,252,0.114,88247,5,Micropolitan adjacent to a small metro area,1,2019
1790,34C0001147,1144317470,Boice-Willis Clinic Endoscopy Center,901 N Winstead Avenue  Suite 310,Rocky Mount,NC,North Carolina,Nash County,27804,35.98,-77.84,98.29,NA,1998,No Different Than the NAtioNAl Rate,12.5,NA,NA,37,37127,10505,3000,"Rocky Mount, NC",40580,37.8,33.1,41.3,2790,1444,0.518,1346,0.482,709,0.265,1786,0.668,20,0.007,85,0.032,115,0.041,95840,2,Small-in a metro area with fewer than 1 million residents,0,2019
1791,34C0001151,1609124650,"Hanover Medical Specialists, Pa",1415 Medical Center Drive,Wilmington,NC,North Carolina,New Hanover County,28401,34.2,-77.93,100,NA,3293,No Different Than the NAtioNAl Rate,11,NA,NA,37,37129,10700,3011,"Wilmington, NC",48900,38.9,34.3,42.8,2460,1058,0.43,1402,0.57,1224,0.503,1099,0.451,0,0,50,0.021,25,0.01,202667,2,Small-in a metro area with fewer than 1 million residents,0,2019
1792,34C0001129,1295948339,Wilmington Gastroenterology,5115 Oleander Drive,Wilmington,NC,North Carolina,New Hanover County,28403,34.21,-77.87,NA,NA,5767,No Different Than the NAtioNAl Rate,11.8,NA,NA,37,37129,11906,2013,"Wilmington, NC",48900,32.2,31.5,32.5,598,269,0.45,329,0.55,541,0.905,22,0.037,0,0,26,0.043,0,0,202667,2,Small-in a metro area with fewer than 1 million residents,0,2019
1793,34C0001038,1063416998,Wilmington Surgcare,1801 S 17Th St,Wilmington,NC,North Carolina,New Hanover County,28401,34.21,-77.92,NA,NA,116,No Different Than the NAtioNAl Rate,11.4,99.71,0.12,37,37129,10600,1014,"Wilmington, NC",48900,58.1,43.8,59.9,1069,480,0.449,589,0.551,1011,0.961,41,0.039,0,0,0,0,17,0.016,202667,2,Small-in a metro area with fewer than 1 million residents,0,2019
1794,34C0001029,1548456478,Wilmington Health Associates,Endoscopy Ctr Lesee 1202 Med Ctr Dr,Wilmington,NC,North Carolina,New Hanover County,28401,34.2,-77.93,93.44,NA,2081,No Different Than the NAtioNAl Rate,11.6,NA,NA,37,37129,11500,2068,"Wilmington, NC",48900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202667,2,Small-in a metro area with fewer than 1 million residents,0,2019
1795,34C0001124,1063520070,East Carolina Gastroenterology  Endoscopy Center I,4 Office Park Drive,Jacksonville,NC,North Carolina,Onslow County,28546,34.76,-77.38,NA,NA,1148,No Different Than the NAtioNAl Rate,11.9,NA,NA,37,37133,2201,2009,"Jacksonville, NC",27340,26.8,26,36,2293,1367,0.596,926,0.404,1248,0.617,622,0.308,0,0,28,0.014,271,0.118,177772,2,Small-in a metro area with fewer than 1 million residents,0,2019
1796,34C0001000,1124285515,"Surgicenter  Of Eastern Carolina, Llc",102 Bethesda Drive,Greenville,NC,North Carolina,Pitt County,11101,35.61,-77.42,NA,NA,NA,Number of Cases Too Small,NA,99.86,0.34,37,37147,605,2020,"Greenville, NC",24780,33,28.7,33.8,4973,1969,0.396,3004,0.604,1082,0.229,3535,0.749,15,0.003,57,0.012,255,0.051,168148,2,Small-in a metro area with fewer than 1 million residents,0,2019
1797,34C0001161,1023257300,"Carolina Digestive Diseases, Pa",704 Wh Smith Blvd,Greenville,NC,North Carolina,Pitt County,27834,35.6,-77.41,NA,NA,1469,No Different Than the NAtioNAl Rate,11.5,NA,NA,37,37147,604,1024,"Greenville, NC",NA,33,28.7,33.8,4973,1969,0.396,3004,0.604,1082,0.229,3535,0.749,15,0.003,57,0.012,255,0.051,168148,2,Small-in a metro area with fewer than 1 million residents,0,2019
1798,34C0001046,1184673378,Quadrangle Endoscopy Center,1850 W Arlington Blvd,Greenville,NC,North Carolina,Pitt County,27834,35.6,-77.4,NA,NA,3286,No Different Than the NAtioNAl Rate,11.2,NA,NA,37,37147,604,2000,"Greenville, NC",24780,28.6,28.5,28.6,3498,1625,0.465,1873,0.535,1271,0.408,1570,0.504,0,0,42,0.013,385,0.11,168148,2,Small-in a metro area with fewer than 1 million residents,0,2019
1799,34C0001156,1831349406,Gastroenterology East Pa,2210 Hemby Lane,Greenville,NC,North Carolina,Pitt County,27834,35.6,-77.4,NA,NA,2222,No Different Than the NAtioNAl Rate,14.7,NA,NA,37,37147,604,2000,"Greenville, NC",24780,28.6,28.5,28.6,3498,1625,0.465,1873,0.535,1271,0.408,1570,0.504,0,0,42,0.013,385,0.11,168148,2,Small-in a metro area with fewer than 1 million residents,0,2019
1800,34C0001126,1235189739,"Atlantic Gastroenterology Endoscopy Center, Pa",2465 Emerald Place,Greenville,NC,North Carolina,Pitt County,11414,35.6,-77.41,97.6,NA,1197,No Different Than the NAtioNAl Rate,12.2,NA,NA,37,37147,604,1024,"Greenville, NC",24780,33,28.7,33.8,4973,1969,0.396,3004,0.604,1082,0.229,3535,0.749,15,0.003,57,0.012,255,0.051,168148,2,Small-in a metro area with fewer than 1 million residents,0,2019
1801,34C0001163,1508041666,East Carolina Endoscopy Center,521-C Moye Boulevard,Greenville,NC,North Carolina,Pitt County,27834,35.61,-77.4,100,NA,628,No Different Than the NAtioNAl Rate,11.7,NA,NA,37,37147,605,2002,"Greenville, NC",24780,33,28.7,33.8,4973,1969,0.396,3004,0.604,1082,0.229,3535,0.749,15,0.003,57,0.012,255,0.051,168148,2,Small-in a metro area with fewer than 1 million residents,0,2019
1802,34C0001037,1619022779,Asheboro Endoscopy Center,700 Sunset Ave.,Asheboro,NC,North Carolina,Randolph County,27203,35.71,-79.82,NA,NA,305,No Different Than the NAtioNAl Rate,11.3,NA,NA,37,37151,30400,1013,"Greensboro-High Point, NC",NA,25.1,26.9,25,946,431,0.456,515,0.544,283,0.418,394,0.582,0,0,0,0,269,0.284,141752,2,Small-in a metro area with fewer than 1 million residents,0,2019
1803,34C0001190,1750635827,Robeson Endoscopy Center,1011 Woodridge Dr,Lumberton,NC,North Carolina,Robeson County,28358,34.64,-79,NA,NA,635,No Different Than the NAtioNAl Rate,12.7,NA,NA,37,37155,961302,2007,"Lumberton, NC",31300,28.3,18.5,34.2,1685,724,0.43,961,0.57,238,0.148,1010,0.627,235,0.146,0,0,73,0.043,134168,5,Micropolitan adjacent to a small metro area,1,2019
1804,34C0001193,1972911030,Southeastern Ambulatory Surgery Center Llc,4901 Dawn Drive,Lumberton,NC,North Carolina,Robeson County,28360,34.66,-79.01,86.29,NA,276,No Different Than the NAtioNAl Rate,12.5,91.39,0,37,37155,960701,3042,"Lumberton, NC",31300,40.8,40.1,42,2110,1038,0.492,1072,0.508,608,0.299,281,0.138,1040,0.511,45,0.022,74,0.035,134168,5,Micropolitan adjacent to a small metro area,1,2019
1805,34C0001167,1588720072,Southeastern Gastroenterology Endoscopy Center Pa,101 W 27Th St,Lumberton,NC,North Carolina,Robeson County,28358,34.64,-79.01,NA,NA,154,No Different Than the NAtioNAl Rate,13.6,NA,NA,37,37155,960900,1040,"Lumberton, NC",31300,44.5,42.6,47.4,732,313,0.428,419,0.572,528,0.758,147,0.211,7,0.01,0,0,35,0.048,134168,5,Micropolitan adjacent to a small metro area,1,2019
1806,34C0001205,1912476367,Digestive Health Specialists Pa,434 Kirby Rd,King,NC,North Carolina,Stokes County,27021,36.27,-80.36,86.78,NA,95,No Different Than the NAtioNAl Rate,11.6,NA,NA,37,37169,70506,1002,"Winston-Salem, NC",49180,54.6,52,54.6,1155,345,0.299,810,0.701,1155,1,0,0,0,0,0,0,0,0,47401,2,Small-in a metro area with fewer than 1 million residents,0,2019
1807,34C0001194,1013377290,Rockford Digestive Health Endoscopy Center,951 Rockford St Suite B,Mount Airy,NC,North Carolina,Surry County,27030,36.49,-80.61,NA,NA,138,No Different Than the NAtioNAl Rate,12.3,NA,NA,37,37171,930400,2026,"Mount Airy, NC",34340,36.3,26.6,37.9,1256,460,0.366,796,0.634,1034,0.826,186,0.149,32,0.026,0,0,4,0.003,73673,5,Micropolitan adjacent to a small metro area,1,2019
1808,34C0001135,1619049939,Carolina Endoscopy Center-Monroe,1321 East Sunset Drive,Monroe,NC,North Carolina,Union County,28112,34.97,-80.53,NA,NA,2066,No Different Than the NAtioNAl Rate,13.2,NA,NA,37,37179,20602,3000,"Charlotte-Concord-Gastonia, NC-SC",NA,41.4,35.1,47.8,2841,1510,0.532,1331,0.468,1435,0.8,249,0.139,0,0,14,0.008,1047,0.369,201292,1,Large-in a metro area with at least 1 million residents or more,0,2019
1809,34C0001176,1962743310,Wake Forest Endoscopy Ctr,10540 Ligon Mill Road,Wake Forest,NC,North Carolina,Wake County,27587,35.95,-78.53,97.17,NA,1033,No Different Than the NAtioNAl Rate,13.2,NA,NA,37,37183,54206,2022,"Raleigh-Cary, NC",39580,39.2,35.8,41.4,5392,2503,0.464,2889,0.536,4056,0.791,840,0.164,0,0,52,0.01,265,0.049,900993,1,Large-in a metro area with at least 1 million residents or more,0,2019
1810,34C0001123,1972694982,Raleigh Endoscopy Center-North,2417 Atrium Drive Ste 101,Raleigh,NC,North Carolina,Wake County,27615,35.9,-78.66,NA,NA,1736,No Different Than the NAtioNAl Rate,11,NA,NA,37,37183,53723,1004,"Raleigh-Cary, NC",39580,48.9,46.5,51.5,1834,867,0.473,967,0.527,1318,0.802,170,0.103,15,0.009,106,0.065,191,0.104,900993,1,Large-in a metro area with at least 1 million residents or more,0,2019
1811,34C0001165,1497084982,Raleigh Medical Group Pa,"2601 Lake Drive, Suite 201",Raleigh,NC,North Carolina,Wake County,27607,35.82,-78.71,95.71,NA,3810,No Different Than the NAtioNAl Rate,13.4,NA,NA,37,37183,52509,2025,"Raleigh-Cary, NC",39580,41.5,32,48.3,1744,997,0.572,747,0.428,1602,0.932,52,0.03,26,0.015,38,0.022,26,0.015,900993,1,Large-in a metro area with at least 1 million residents or more,0,2019
1812,34C0001195,1922444520,Kurt G Vernon Md Pa,1004 Procure Street,Fuquay Varina,NC,North Carolina,Wake County,27526,35.59,-78.78,NA,NA,855,No Different Than the NAtioNAl Rate,12.5,NA,NA,37,37183,53112,1002,"Raleigh-Cary, NC",39580,33.9,31.6,35.5,2386,1284,0.538,1102,0.462,1649,0.723,450,0.197,0,0,160,0.07,105,0.044,900993,1,Large-in a metro area with at least 1 million residents or more,0,2019
1813,34C0001130,1417911322,Triangle Gastroenterology,3690 Atlantic Avenue,Raleigh,NC,North Carolina,Wake County,27604,35.83,-78.6,89.44,NA,1066,No Different Than the NAtioNAl Rate,11,NA,NA,37,37183,52705,1020,"Raleigh-Cary, NC",NA,46,46.3,45.3,1743,987,0.566,756,0.434,598,0.389,866,0.563,0,0,66,0.043,205,0.118,900993,1,Large-in a metro area with at least 1 million residents or more,0,2019
1814,34C0001197,1386190957,Holly Springs Surgery Center Llc,600 Village Walk Dr,Holly Springs,NC,North Carolina,Wake County,27540,35.64,-78.84,NA,NA,NA,NA,NA,100,0.18,37,37183,53206,2002,"Raleigh-Cary, NC",39580,34.5,33.1,36.5,5130,2480,0.483,2650,0.517,3246,0.669,903,0.186,25,0.005,380,0.078,281,0.055,900993,1,Large-in a metro area with at least 1 million residents or more,0,2019
1815,34C0001174,1548560600,Rex Surgery Center Of Cary Llc,"1505 Sw Cary Parkway, Suite 100",Cary,NC,North Carolina,Wake County,27511,35.75,-78.81,48,NA,35,No Different Than the NAtioNAl Rate,11.9,99.91,NA,37,37183,53509,3014,"Raleigh-Cary, NC",39580,37.3,35.3,40.4,1960,1050,0.536,910,0.464,1549,0.822,111,0.059,8,0.004,188,0.1,75,0.038,900993,1,Large-in a metro area with at least 1 million residents or more,0,2019
1816,34C0001201,1013425933,Rex Surgery Center Of Wakefield Llc,11200 Governor Manly Way Suite 110,Raleigh,NC,North Carolina,Wake County,27587,35.95,-78.54,NA,NA,NA,NA,NA,98.65,NA,37,37183,54212,3031,"Raleigh-Cary, NC",39580,42.6,41.2,44,9565,4501,0.471,5064,0.529,6777,0.763,1250,0.141,0,0,481,0.054,680,0.071,900993,1,Large-in a metro area with at least 1 million residents or more,0,2019
1817,34C0001158,1477687242,Gastrointestinal Healthcare Pa,2011 Falls  Valley Drive,Raleigh,NC,North Carolina,Wake County,27615,35.9,-78.61,97.96,NA,504,No Different Than the NAtioNAl Rate,11.5,NA,NA,37,37183,54011,1003,"Raleigh-Cary, NC",39580,46.2,49.2,44.6,1632,830,0.509,802,0.491,1374,0.842,27,0.017,0,0,188,0.115,0,0,900993,1,Large-in a metro area with at least 1 million residents or more,0,2019
1818,34C0001039,1487629044,"Raleigh Endoscopy Center, Inc","1505 Sw Cary Parkway, Suite 202",Raleigh,NC,North Carolina,Wake County,27511,35.75,-78.81,NA,NA,3005,No Different Than the NAtioNAl Rate,9.8,NA,NA,37,37183,53509,2004,"Raleigh-Cary, NC",39580,51.1,50.8,51.7,1992,1017,0.511,975,0.489,1713,0.887,81,0.042,0,0,47,0.024,60,0.03,900993,1,Large-in a metro area with at least 1 million residents or more,0,2019
1819,34C0001143,1326001819,Center For Digestive Diseases & Cary Endoscopy Cen,"1120 S E Cary Pkwy, Suite 204",Cary,NC,North Carolina,Wake County,27518,35.74,-78.76,74.42,NA,613,No Different Than the NAtioNAl Rate,11.6,NA,NA,37,37183,53004,2000,"Raleigh-Cary, NC",39580,45.1,43.3,45.6,1456,692,0.475,764,0.525,1085,0.767,92,0.065,0,0,211,0.149,41,0.028,900993,1,Large-in a metro area with at least 1 million residents or more,0,2019
1820,34C0001181,1972874907,Capital City Surgery Center Llc,"23 Sunnybrook Rd, Ste. 100",Raleigh,NC,North Carolina,Wake County,27610,35.79,-78.59,NA,NA,NA,NA,NA,99.89,0.25,37,37183,52001,1002,"Raleigh-Cary, NC",39580,28.4,29.5,27.3,2709,1256,0.464,1453,0.536,252,0.125,1706,0.845,6,0.003,7,0.003,690,0.255,900993,1,Large-in a metro area with at least 1 million residents or more,0,2019
1821,34C0001145,1952518029,Raleigh Endoscopy Center- Cary,"8300 Health Park, Suite 210",Cary,NC,North Carolina,Wake County,27615,35.9,-78.66,NA,NA,2503,No Different Than the NAtioNAl Rate,10.2,NA,NA,37,37183,53723,1004,"Raleigh-Cary, NC",39580,48.9,46.5,51.5,1834,867,0.473,967,0.527,1318,0.802,170,0.103,15,0.009,106,0.065,191,0.104,900993,1,Large-in a metro area with at least 1 million residents or more,0,2019
1822,34C0001159,1477609535,Private Diagnostic Clinic Pllc,"10441 Moncreiffe Road, Suite 101",Raleigh,NC,North Carolina,Wake County,27617,35.9,-78.79,NA,NA,1731,No Different Than the NAtioNAl Rate,11.6,NA,NA,37,37183,53615,1018,"Raleigh-Cary, NC",39580,32.4,37.8,29.6,4129,1610,0.39,2519,0.61,2047,0.569,970,0.27,0,0,401,0.111,530,0.128,900993,1,Large-in a metro area with at least 1 million residents or more,0,2019
1823,34C0001040,1205804697,"Goldsboro Endoscopy Center, I",2705 Medical Office Place,Goldsboro,NC,North Carolina,Wayne County,27534,35.4,-77.95,100,NA,1586,No Different Than the NAtioNAl Rate,11.9,NA,NA,37,37191,1302,2012,"Goldsboro, NC",24140,34.3,34,34.3,2017,851,0.422,1166,0.578,1151,0.629,375,0.205,0,0,163,0.089,188,0.093,122623,2,Small-in a metro area with fewer than 1 million residents,0,2019
1824,34C0001157,1063667020,Cgs Endoscopy Center Pllc,3520 Airport Blvd Suite F,Wilson,NC,North Carolina,Wilson County,27896,35.77,-77.95,100,NA,722,No Different Than the NAtioNAl Rate,13.8,NA,NA,37,37195,502,3003,"Wilson, NC",48980,47.7,33.7,53.4,2894,1293,0.447,1601,0.553,1361,0.474,1392,0.485,0,0,88,0.031,24,0.008,81234,3,Micropolitan adjacent to a large metro area,1,2019
1825,34C0001175,1801044318,Wilson Digestive Diseases Center Pa,"2402 Camden Street, Suite 200",Wilson,NC,North Carolina,Wilson County,27893,35.72,-77.95,NA,NA,563,No Different Than the NAtioNAl Rate,12.1,NA,NA,37,37195,402,1004,"Wilson, NC",48980,37.8,40.2,37.7,3280,1301,0.397,1979,0.603,1054,0.323,1895,0.581,0,0,0,0,19,0.006,81234,3,Micropolitan adjacent to a large metro area,1,2019
1826,34C0001034,1013463157,Endoscopy Center Of North Carolina Digestive Health Partners,191 Biltmore Ave,Asheville,NC,North Carolina,NA,NA,42,-76.56,83.01,NA,3302,No Different Than the NAtioNAl Rate,12,NA,NA,42,NA,950502,2001,"Sayre, PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
1827,34C0001182,1790066876,Cec Dba Belmont Endo,1212 Spruce Street,Gastonia,NC,North Carolina,NA,NA,NA,NA,95.31,NA,360,No Different Than the NAtioNAl Rate,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
1828,34C0001199,1821510579,Novant Health Brunswick Endoscopy Center,2085 Frontis Plaza Blvd,Supply,NC,North Carolina,NA,NA,NA,NA,NA,NA,691,No Different Than the NAtioNAl Rate,13.1,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
1829,35C0001023,1366484404,Mid Dakota Clinic Surgicenter,401 N 9Th St,Bismarck,ND,North Dakota,Burleigh County,11423,46.81,-100.78,NA,NA,1696,No Different Than the NAtioNAl Rate,11.9,NA,NA,38,38015,10100,4001,"Bismarck, ND",13900,31.9,31.5,41.5,1680,869,0.517,811,0.483,1074,0.749,32,0.022,200,0.14,45,0.031,247,0.147,81308,2,Small-in a metro area with fewer than 1 million residents,0,2019
